Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,CHLA_N,F_CHLA_N,TSS,F_TSS
lksbanut,10/25/2016 10:35,1,1,,0.032,<-3> (CSM),,<-2> [GDM],,<-2> [GDM],,<-2> [GCM],0.443,<-3> (CSM),,<-2> [GCM],3.4,0,5,0
lksbanut,10/25/2016 10:38,1,2,,0.029,<-3> (CSM),,<-2> [GDM],,<-2> [GDM],,<-2> [GCM],0.430,<-3> (CSM),,<-2> [GCM],3.9,0,4,0
lksbanut,11/21/2016 8:00,2,1,,0.042,<-3> (CSM),0.197,<-3> (CSM),0.040,<-3> (CSM),0.579,<-3> [GCR] (CSM),0.619,<-3> (CSM),0.816,<-3> [GCR] (CSM),1.4,<1> (CHB),7,0
lksbanut,11/21/2016 10:00,2,1,,0.039,<-3> (CSM),0.184,<-3> (CSM),0.040,<-3> (CSM),0.557,<-3> [GCR] (CSM),0.597,<-3> (CSM),0.781,<-3> [GCR] (CSM),1.6,<1> (CHB),7,0
lksbanut,11/21/2016 12:00,2,1,,0.037,<-3> (CSM),0.166,<-3> (CSM),0.037,<-3> (CSM),0.564,<-3> [GCR] (CSM),0.601,<-3> (CSM),0.767,<-3> [GCR] (CSM),1.6,<1> (CHB),2,0
lksbanut,11/21/2016 14:00,2,1,,0.040,<-3> (CSM),0.179,<-3> (CSM),0.034,<-3> (CSM),0.570,<-3> [GCR] (CSM),0.604,<-3> (CSM),0.783,<-3> [GCR] (CSM),1.7,<1> (CHB),7,0
lksbanut,11/21/2016 16:00,2,1,,0.036,<-3> (CSM),0.177,<-3> (CSM),0.032,<-3> (CSM),0.553,<-3> [GCR] (CSM),0.585,<-3> (CSM),0.762,<-3> [GCR] (CSM),1.7,<1> (CHB),11,0
lksbanut,11/21/2016 18:00,2,1,,0.034,<-3> (CSM),0.195,<-3> (CSM),0.028,<-3> (CSM),0.570,<-3> [GCR] (CSM),0.598,<-3> (CSM),0.793,<-3> [GCR] (CSM),1.8,<1> (CHB),7,0
lksbanut,11/21/2016 20:00,2,1,,0.023,<-3> (CSM),0.191,<-3> (CSM),0.028,<-3> (CSM),0.565,<-3> [GCR] (CSM),0.593,<-3> (CSM),0.784,<-3> [GCR] (CSM),1.7,<1> (CHB),7,0
lksbanut,11/21/2016 22:00,2,1,,0.033,<-3> (CSM),0.203,<-3> (CSM),0.029,<-3> (CSM),0.548,<-3> [GCR] (CSM),0.577,<-3> (CSM),0.78,<-3> [GCR] (CSM),1.4,<1> (CHB),5,0
lksbanut,11/22/2016 0:00,2,1,,0.035,<-3> (CSM),0.177,<-3> (CSM),0.029,<-3> (CSM),0.523,<-3> [GCR] (CSM),0.552,<-3> (CSM),0.729,<-3> [GCR] (CSM),1.5,<1> (CHB),7,0
lksbanut,11/22/2016 2:00,2,1,,0.034,<-3> (CSM),0.195,<-3> (CSM),0.026,<-3> (CSM),0.536,<-3> [GCR] (CSM),0.562,<-3> (CSM),0.757,<-3> [GCR] (CSM),1.0,<1> (CHB),6,0
lksbanut,11/22/2016 4:00,2,1,,0.036,<-3> (CSM),0.149,<-3> (CSM),0.029,<-3> (CSM),0.548,<-3> [GCR] (CSM),0.577,<-3> (CSM),0.726,<-3> [GCR] (CSM),1.3,<1> (CHB),9,0
lksbanut,11/22/2016 6:00,2,1,,0.034,<-3> (CSM),0.180,<-3> (CSM),0.024,<-3> (CSM),0.554,<-3> [GCR] (CSM),0.578,<-3> (CSM),0.758,<-3> [GCR] (CSM),1.6,<1> (CHB),8,0
lksolnut,11/22/2016 10:11,1,1,,0.015,<-3> (CSM),0.04,<-3> [SBL] (CSM),0.020,<-3> (CSM),0.221,<-3> [GCR] (CSM),0.241,<-3> (CSM),0.281,<-3> [GCR] (CSM),1.5,<1> (CHB),8,0
lksolnut,11/22/2016 10:12,1,2,,0.013,<-3> (CSM),0.050,<-3> (CSM),0.020,<-3> (CSM),0.214,<-3> [GCR] (CSM),0.234,<-3> (CSM),0.284,<-3> [GCR] (CSM),1.4,<1> (CHB),8,0
lksponut,11/22/2016 10:34,1,1,,0.012,<-3> (CSM),0.045,<-3> (CSM),0.022,<-3> (CSM),0.463,<-3> [GCR] (CSM),0.485,<-3> (CSM),0.53,<-3> [GCR] (CSM),9.6,<1> (CHB),38,0
lksponut,11/22/2016 10:36,1,2,,0.01,<-3> [SBL] (CSM),0.050,<-3> (CSM),0.022,<-3> (CSM),0.426,<-3> [GCR] (CSM),0.448,<-3> (CSM),0.498,<-3> [GCR] (CSM),6,<1> (CHB),37,0
lksblnut,11/22/2016 11:05,1,1,,0.023,<-3> (CSM),0.202,<-3> (CSM),0.023,<-3> (CSM),0.352,<-3> [GCR] (CSM),0.375,<-3> (CSM),0.577,<-3> [GCR] (CSM),1.3,<1> (CHB),9,0
lksblnut,11/22/2016 11:08,1,2,,0.023,<-3> (CSM),0.218,<-3> (CSM),0.023,<-3> (CSM),0.335,<-3> [GCR] (CSM),0.358,<-3> (CSM),0.576,<-3> [GCR] (CSM),1.5,<1> (CHB),8,0
lksbanut,11/22/2016 11:24,1,1,,0.029,<-3> (CSM),0.168,<-3> (CSM),0.030,<-3> (CSM),0.545,<-3> [GCR] (CSM),0.575,<-3> (CSM),0.743,<-3> [GCR] (CSM),1.5,<1> (CHB),9,0
lksbanut,11/22/2016 11:27,1,2,,0.033,<-3> (CSM),0.151,<-3> (CSM),0.027,<-3> (CSM),0.525,<-3> [GCR] (CSM),0.552,<-3> (CSM),0.703,<-3> [GCR] (CSM),1.4,<1> (CHB),11,0
