PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,WTBDY_TYPE,NCCA_REG,LAT_DD,LON_DD,SAMPLE_TYPE,STATION_DEPTH,MEAN_SECCHI_DEPTH,REP,CLEAR_TO_BOTTOM,DISAPPEARS,REAPPEARS,SECCHI_TIME,SECCHI_COMMENT,NARS_FLAG,NARS_COMMENT,
4/24/2024,2011866,NCA_NH-10123,NCA20_NH-10009,1,7/9/2020,NH,MARINE,Northeast,43.11973425,-70.82071489,SECC,6.5,1.53,3,N,1.7,1.6,11:20,,,,
4/24/2024,2011867,NCA_LA-10246,NCA20_LA-10040,1,7/9/2020,LA,MARINE,Gulf,29.68924285,-91.98288665,SECC,2.5,0.38,1,N,0.4,0.35,11:54,,,,
4/24/2024,2011867,NCA_LA-10246,NCA20_LA-10040,1,7/9/2020,LA,MARINE,Gulf,29.68924285,-91.98288665,SECC,2.5,0.38,2,N,0.4,0.35,11:54,,,,
4/24/2024,2011867,NCA_LA-10246,NCA20_LA-10040,1,7/9/2020,LA,MARINE,Gulf,29.68924285,-91.98288665,SECC,2.5,0.38,3,N,0.4,0.35,11:54,,,,
4/24/2024,2011868,NGL_MI-10057,NGL20_MI-10020,2,7/10/2020,MI,GREAT_LAKES,Great Lakes,43.66117226,-83.81374505,SECC,4.8,2.95,1,N,3,2.9,6:50,,,,
4/24/2024,2011868,NGL_MI-10057,NGL20_MI-10020,2,7/10/2020,MI,GREAT_LAKES,Great Lakes,43.66117226,-83.81374505,SECC,4.8,2.95,3,N,3,2.9,6:50,,,,
4/24/2024,2011868,NGL_MI-10057,NGL20_MI-10020,2,7/10/2020,MI,GREAT_LAKES,Great Lakes,43.66117226,-83.81374505,SECC,4.8,2.95,2,N,3,2.9,6:50,,,,
4/24/2024,2011869,NGL_NY-10138,NGL20_NY-10065,1,7/10/2020,NY,GREAT_LAKES,Great Lakes,43.51678184,-76.43388211,SECC,8.8,6.33,1,N,6.5,6.2,8:16,,,,
4/24/2024,2011869,NGL_NY-10138,NGL20_NY-10065,1,7/10/2020,NY,GREAT_LAKES,Great Lakes,43.51678184,-76.43388211,SECC,8.8,6.33,2,N,6.4,6,8:16,,,,
4/24/2024,2011869,NGL_NY-10138,NGL20_NY-10065,1,7/10/2020,NY,GREAT_LAKES,Great Lakes,43.51678184,-76.43388211,SECC,8.8,6.33,3,N,6.5,6.4,8:16,,,,
4/24/2024,2011870,NCA_RI-10118,NCA20_RI-10008,1,7/10/2020,RI,MARINE,Northeast,41.35017332,-71.55069976,SECC,14.5,6.9,1,N,7,6.8,8:15,,,,
4/24/2024,2011870,NCA_RI-10118,NCA20_RI-10008,1,7/10/2020,RI,MARINE,Northeast,41.35017332,-71.55069976,SECC,14.5,6.9,3,N,7,6.8,8:15,,,,
4/24/2024,2011870,NCA_RI-10118,NCA20_RI-10008,1,7/10/2020,RI,MARINE,Northeast,41.35017332,-71.55069976,SECC,14.5,6.9,2,N,7,6.8,8:15,,,,
4/24/2024,2011871,NGL_NY-10002,NGL20_NY-10002,1,7/10/2020,NY,GREAT_LAKES,Great Lakes,42.53828838,-79.27533466,SECC,18.4,7.92,3,N,8,7.9,7:45,,,,
4/24/2024,2011871,NGL_NY-10002,NGL20_NY-10002,1,7/10/2020,NY,GREAT_LAKES,Great Lakes,42.53828838,-79.27533466,SECC,18.4,7.92,2,N,7.9,7.8,7:45,,,,
4/24/2024,2011871,NGL_NY-10002,NGL20_NY-10002,1,7/10/2020,NY,GREAT_LAKES,Great Lakes,42.53828838,-79.27533466,SECC,18.4,7.92,1,N,8,7.9,7:45,,,,
4/24/2024,2011872,NCA_WA-10194,NCA20_WA-10002,2,7/9/2020,WA,MARINE,West,46.30106575,-124.0424745,SECC,0.7,0.3,1,N,0.4,0.2,14:14,,,,
4/24/2024,2011872,NCA_WA-10194,NCA20_WA-10002,2,7/9/2020,WA,MARINE,West,46.30106575,-124.0424745,SECC,0.7,0.3,2,N,0.4,0.2,14:14,,,,
4/24/2024,2011872,NCA_WA-10194,NCA20_WA-10002,2,7/9/2020,WA,MARINE,West,46.30106575,-124.0424745,SECC,0.7,0.3,3,N,0.4,0.2,14:14,,,,
4/24/2024,2011873,NCA_WA-10229,NCA20_WA-10011,1,7/9/2020,WA,MARINE,West,46.44355419,-123.9434179,SECC,2.5,0.87,1,N,1.1,0.7,16:54,,,,
4/24/2024,2011873,NCA_WA-10229,NCA20_WA-10011,1,7/9/2020,WA,MARINE,West,46.44355419,-123.9434179,SECC,2.5,0.87,2,N,1,0.7,16:54,,,,
4/24/2024,2011873,NCA_WA-10229,NCA20_WA-10011,1,7/9/2020,WA,MARINE,West,46.44355419,-123.9434179,SECC,2.5,0.87,3,N,1,0.7,16:54,,,,
4/24/2024,2011874,NCA_NH-10115,NCA20_NH-10001,1,7/10/2020,NH,MARINE,Northeast,43.09611327,-70.78030373,SECC,16.5,2.97,2,N,3,2.9,11:46,,,,
4/24/2024,2011874,NCA_NH-10115,NCA20_NH-10001,1,7/10/2020,NH,MARINE,Northeast,43.09611327,-70.78030373,SECC,16.5,2.97,3,N,3.1,3,11:46,,,,
4/24/2024,2011874,NCA_NH-10115,NCA20_NH-10001,1,7/10/2020,NH,MARINE,Northeast,43.09611327,-70.78030373,SECC,16.5,2.97,1,N,3,2.8,11:46,,,,
4/24/2024,2011875,NCA_RI-10107,NCA20_RI-10004,1,7/12/2020,RI,MARINE,Northeast,41.61539541,-71.34942914,SECC,7.5,1.6,1,N,1.7,1.5,9:13,,,,
4/24/2024,2011875,NCA_RI-10107,NCA20_RI-10004,1,7/12/2020,RI,MARINE,Northeast,41.61539541,-71.34942914,SECC,7.5,1.6,3,N,1.7,1.5,9:13,,,,
4/24/2024,2011875,NCA_RI-10107,NCA20_RI-10004,1,7/12/2020,RI,MARINE,Northeast,41.61539541,-71.34942914,SECC,7.5,1.6,2,N,1.7,1.5,9:13,,,,
4/24/2024,2011876,NCA_RI-10141,NCA20_RI-10032,1,7/13/2020,RI,MARINE,Northeast,41.38451541,-71.50451023,SECC,2.3,2.3,1,Y,2.3,2.3,8:42,,,,
4/24/2024,2011877,NCA_CT-10079,NCA20_CT-10003,1,7/13/2020,CT,MARINE,Northeast,41.17992161,-72.82508111,SECC,17.2,1.77,3,N,2.1,1.6,13:30,,,,
4/24/2024,2011877,NCA_CT-10079,NCA20_CT-10003,1,7/13/2020,CT,MARINE,Northeast,41.17992161,-72.82508111,SECC,17.2,1.77,2,N,1.8,1.4,13:30,,,,
4/24/2024,2011877,NCA_CT-10079,NCA20_CT-10003,1,7/13/2020,CT,MARINE,Northeast,41.17992161,-72.82508111,SECC,17.2,1.77,1,N,2.1,1.6,13:30,,,,
4/24/2024,2012137,NGL_OH-10067,NGL20_OH-10013,1,9/14/2020,OH,GREAT_LAKES,Great Lakes,41.47228565,-82.69272089,SECC,4.3,0.85,2,N,0.8,0.9,9:59,,Q,Secchi reappears measurement greater than disappears measurement. Acceptable for NCCA use.,
4/24/2024,2012137,NGL_OH-10067,NGL20_OH-10013,1,9/14/2020,OH,GREAT_LAKES,Great Lakes,41.47228565,-82.69272089,SECC,4.3,0.85,3,N,0.8,0.9,9:59,,Q,Secchi reappears measurement greater than disappears measurement. Acceptable for NCCA use.,
4/24/2024,2012137,NGL_OH-10067,NGL20_OH-10013,1,9/14/2020,OH,GREAT_LAKES,Great Lakes,41.47228565,-82.69272089,SECC,4.3,0.85,1,N,0.8,0.9,9:59,,Q,Secchi reappears measurement greater than disappears measurement. Acceptable for NCCA use.,
4/24/2024,2011879,NCA_ME-10206,NCA20_ME-10033,1,7/13/2020,ME,MARINE,Northeast,43.74412564,-69.99381924,SECC,2.8,2.7,1,Y,2.7,2.7,7:03,,,,
4/24/2024,2011880,NCA_ME-10164,NCA20_ME-10006,1,7/13/2020,ME,MARINE,Northeast,43.73904032,-69.98100698,SECC,12,4.02,1,N,4,4,12:14,,,,
4/24/2024,2011880,NCA_ME-10164,NCA20_ME-10006,1,7/13/2020,ME,MARINE,Northeast,43.73904032,-69.98100698,SECC,12,4.02,3,N,4.3,4.3,12:14,,,,
4/24/2024,2011880,NCA_ME-10164,NCA20_ME-10006,1,7/13/2020,ME,MARINE,Northeast,43.73904032,-69.98100698,SECC,12,4.02,2,N,3.8,3.7,12:14,,,,
4/24/2024,2011881,NCA_TX-10236,NCA20_TX-10002,2,7/13/2020,TX,MARINE,Gulf,28.72209587,-96.39637025,SECC,1.6,0.3,2,N,0.3,0.3,10:59,,,,
4/24/2024,2011881,NCA_TX-10236,NCA20_TX-10002,2,7/13/2020,TX,MARINE,Gulf,28.72209587,-96.39637025,SECC,1.6,0.3,1,N,0.3,0.3,10:59,,,,
4/24/2024,2011881,NCA_TX-10236,NCA20_TX-10002,2,7/13/2020,TX,MARINE,Gulf,28.72209587,-96.39637025,SECC,1.6,0.3,3,N,0.3,0.3,10:59,,,,
4/24/2024,2011882,NGL_NY-10136,NGL20_NY-10063,1,7/13/2020,NY,GREAT_LAKES,Great Lakes,43.54652257,-76.31459189,SECC,17.4,6.73,2,N,7,6.5,8:42,,,,
4/24/2024,2011882,NGL_NY-10136,NGL20_NY-10063,1,7/13/2020,NY,GREAT_LAKES,Great Lakes,43.54652257,-76.31459189,SECC,17.4,6.73,3,N,6.8,6.5,8:42,,,,
4/24/2024,2011882,NGL_NY-10136,NGL20_NY-10063,1,7/13/2020,NY,GREAT_LAKES,Great Lakes,43.54652257,-76.31459189,SECC,17.4,6.73,1,N,7,6.6,8:42,,,,
4/24/2024,2011883,NCA_TX-10212,NCA20_TX-10061,2,7/14/2020,TX,MARINE,Gulf,26.09262585,-97.18258893,SECC,1.2,0.78,3,N,0.8,0.75,8:08,,,,
4/24/2024,2011883,NCA_TX-10212,NCA20_TX-10061,2,7/14/2020,TX,MARINE,Gulf,26.09262585,-97.18258893,SECC,1.2,0.78,2,N,0.8,0.75,8:08,,,,
4/24/2024,2011883,NCA_TX-10212,NCA20_TX-10061,2,7/14/2020,TX,MARINE,Gulf,26.09262585,-97.18258893,SECC,1.2,0.78,1,N,0.8,0.75,8:08,,,,
4/24/2024,2012149,NGL_MI-10538,NGL20_MI-10107,1,8/2/2020,MI,GREAT_LAKES,Great Lakes,46.02336335,-85.19509187,SECC,17.4,13.15,3,N,13.1,13.2,11:26,,Q,Secchi reappears measurement greater than disappears measurement. Acceptable for NCCA use.,
4/24/2024,2012149,NGL_MI-10538,NGL20_MI-10107,1,8/2/2020,MI,GREAT_LAKES,Great Lakes,46.02336335,-85.19509187,SECC,17.4,13.15,2,N,13.1,13.2,11:26,,Q,Secchi reappears measurement greater than disappears measurement. Acceptable for NCCA use.,
4/24/2024,2012149,NGL_MI-10538,NGL20_MI-10107,1,8/2/2020,MI,GREAT_LAKES,Great Lakes,46.02336335,-85.19509187,SECC,17.4,13.15,1,N,13.1,13.2,11:26,,Q,Secchi reappears measurement greater than disappears measurement. Acceptable for NCCA use.,
4/24/2024,2011885,NCA_GA-10166,NCA20_GA-10016,1,7/14/2020,GA,MARINE,Southeast,31.41083545,-81.31508695,SECC,1.8,0.74,1,N,0.76,0.6,10:25,,,,
4/24/2024,2011885,NCA_GA-10166,NCA20_GA-10016,1,7/14/2020,GA,MARINE,Southeast,31.41083545,-81.31508695,SECC,1.8,0.74,3,N,0.8,0.75,10:25,,,,
4/24/2024,2011885,NCA_GA-10166,NCA20_GA-10016,1,7/14/2020,GA,MARINE,Southeast,31.41083545,-81.31508695,SECC,1.8,0.74,2,N,0.8,0.7,10:25,,,,
4/24/2024,2011886,NGL_WI-10108,NGL20_WI-10014,1,7/14/2020,WI,GREAT_LAKES,Great Lakes,44.62156088,-87.96105857,SECC,5.5,1,1,N,1.1,0.9,9:30,,,,
4/24/2024,2011886,NGL_WI-10108,NGL20_WI-10014,1,7/14/2020,WI,GREAT_LAKES,Great Lakes,44.62156088,-87.96105857,SECC,5.5,1,3,N,1.1,0.9,9:30,,,,
4/24/2024,2011886,NGL_WI-10108,NGL20_WI-10014,1,7/14/2020,WI,GREAT_LAKES,Great Lakes,44.62156088,-87.96105857,SECC,5.5,1,2,N,1.1,0.9,9:30,,,,
4/24/2024,2011887,NCA_SC-10230,NCA20_SC-10004,1,7/14/2020,SC,MARINE,Southeast,32.7871089,-79.88672094,SECC,3.6,0.68,2,N,0.75,0.6,12:22,,,,
4/24/2024,2011887,NCA_SC-10230,NCA20_SC-10004,1,7/14/2020,SC,MARINE,Southeast,32.7871089,-79.88672094,SECC,3.6,0.68,3,N,0.75,0.6,12:22,,,,
4/24/2024,2011887,NCA_SC-10230,NCA20_SC-10004,1,7/14/2020,SC,MARINE,Southeast,32.7871089,-79.88672094,SECC,3.6,0.68,1,N,0.75,0.6,12:22,,,,
4/24/2024,2011888,NCA_RI-10106,NCA20_RI-10002,2,7/14/2020,RI,MARINE,Northeast,41.75025295,-71.36515677,SECC,4.3,1.45,3,N,1.6,1.3,16:14,,,,
4/24/2024,2011888,NCA_RI-10106,NCA20_RI-10002,2,7/14/2020,RI,MARINE,Northeast,41.75025295,-71.36515677,SECC,4.3,1.45,2,N,1.6,1.3,16:14,,,,
4/24/2024,2011888,NCA_RI-10106,NCA20_RI-10002,2,7/14/2020,RI,MARINE,Northeast,41.75025295,-71.36515677,SECC,4.3,1.45,1,N,1.6,1.3,16:14,,,,
4/24/2024,2011889,NCA_CA-10272,NCA20_CA-10050,1,7/13/2020,CA,MARINE,West,41.17180833,-124.1122295,SECC,5,3.13,2,N,3.3,3,13:24,,,,
4/24/2024,2011889,NCA_CA-10272,NCA20_CA-10050,1,7/13/2020,CA,MARINE,West,41.17180833,-124.1122295,SECC,5,3.13,1,N,3.2,3,13:24,,,,
4/24/2024,2011889,NCA_CA-10272,NCA20_CA-10050,1,7/13/2020,CA,MARINE,West,41.17180833,-124.1122295,SECC,5,3.13,3,N,3.3,3,13:24,,,,
4/24/2024,2011891,NCA_CA-10230,NCA20_CA-10012,1,7/13/2020,CA,MARINE,West,41.19315458,-124.112285,SECC,4.8,3.58,1,N,3.7,3.4,10:06,,,,
4/24/2024,2011891,NCA_CA-10230,NCA20_CA-10012,1,7/13/2020,CA,MARINE,West,41.19315458,-124.112285,SECC,4.8,3.58,3,N,3.7,3.5,10:06,,,,
4/24/2024,2011891,NCA_CA-10230,NCA20_CA-10012,1,7/13/2020,CA,MARINE,West,41.19315458,-124.112285,SECC,4.8,3.58,2,N,3.7,3.5,10:06,,,,
4/24/2024,2011892,NCA_CA-10265,NCA20_CA-10043,1,7/14/2020,CA,MARINE,West,40.63935488,-124.3115076,SECC,1,1.2,1,Y,1.2,1.2,8:33,,,,
4/24/2024,2011893,NCA_ME-10199,NCA20_ME-10026,1,7/14/2020,ME,MARINE,Northeast,43.73530281,-69.9085319,SECC,28.9,3.73,3,N,3.8,3.7,7:08,,,,
4/24/2024,2011893,NCA_ME-10199,NCA20_ME-10026,1,7/14/2020,ME,MARINE,Northeast,43.73530281,-69.9085319,SECC,28.9,3.73,1,N,3.8,3.8,7:08,,,,
4/24/2024,2011893,NCA_ME-10199,NCA20_ME-10026,1,7/14/2020,ME,MARINE,Northeast,43.73530281,-69.9085319,SECC,28.9,3.73,2,N,3.7,3.6,7:08,,,,
4/24/2024,2011894,NCA_ME-10160,NCA20_ME-10001,1,7/14/2020,ME,MARINE,Northeast,43.67636349,-69.96624125,SECC,24.8,3.4,2,N,3.4,3.3,11:13,,,,
4/24/2024,2011894,NCA_ME-10160,NCA20_ME-10001,1,7/14/2020,ME,MARINE,Northeast,43.67636349,-69.96624125,SECC,24.8,3.4,3,N,3.5,3.4,11:13,,,,
4/24/2024,2011894,NCA_ME-10160,NCA20_ME-10001,1,7/14/2020,ME,MARINE,Northeast,43.67636349,-69.96624125,SECC,24.8,3.4,1,N,3.4,3.4,11:13,,,,
4/24/2024,2011895,NGL_NY-10029,NGL20_NY-10050,1,7/14/2020,NY,GREAT_LAKES,Great Lakes,43.47009977,-76.57915315,SECC,24.7,6.37,2,N,6.5,6.1,8:42,,,,
4/24/2024,2011895,NGL_NY-10029,NGL20_NY-10050,1,7/14/2020,NY,GREAT_LAKES,Great Lakes,43.47009977,-76.57915315,SECC,24.7,6.37,3,N,6.6,6.2,8:42,,,,
4/24/2024,2011895,NGL_NY-10029,NGL20_NY-10050,1,7/14/2020,NY,GREAT_LAKES,Great Lakes,43.47009977,-76.57915315,SECC,24.7,6.37,1,N,6.6,6.2,8:42,,,,
4/24/2024,2011896,NCA_LA-10241,NCA20_LA-10035,1,7/14/2020,LA,MARINE,Gulf,29.17505671,-90.46242955,SECC,2.3,0.45,2,N,0.5,0.4,8:06,,,,
4/24/2024,2011896,NCA_LA-10241,NCA20_LA-10035,1,7/14/2020,LA,MARINE,Gulf,29.17505671,-90.46242955,SECC,2.3,0.45,3,N,0.5,0.4,8:06,,,,
4/24/2024,2011896,NCA_LA-10241,NCA20_LA-10035,1,7/14/2020,LA,MARINE,Gulf,29.17505671,-90.46242955,SECC,2.3,0.45,1,N,0.5,0.4,8:06,,,,
4/24/2024,2011897,NCA_LA-10154,NCA20_LA-10012,1,7/14/2020,LA,MARINE,Gulf,29.15549509,-90.47155901,SECC,2.4,0.65,1,N,0.7,0.6,11:35,,,,
4/24/2024,2011897,NCA_LA-10154,NCA20_LA-10012,1,7/14/2020,LA,MARINE,Gulf,29.15549509,-90.47155901,SECC,2.4,0.65,3,N,0.7,0.6,11:35,,,,
4/24/2024,2011897,NCA_LA-10154,NCA20_LA-10012,1,7/14/2020,LA,MARINE,Gulf,29.15549509,-90.47155901,SECC,2.4,0.65,2,N,0.7,0.6,11:35,,,,
4/24/2024,2011898,NGL_NY-10022,NGL20_NY-10043,1,7/14/2020,NY,GREAT_LAKES,Great Lakes,43.43145281,-76.62717846,SECC,22.5,8.9,3,N,9.1,8.6,12:05,,,,
4/24/2024,2011898,NGL_NY-10022,NGL20_NY-10043,1,7/14/2020,NY,GREAT_LAKES,Great Lakes,43.43145281,-76.62717846,SECC,22.5,8.9,1,N,9.1,8.8,12:05,,,,
4/24/2024,2011898,NGL_NY-10022,NGL20_NY-10043,1,7/14/2020,NY,GREAT_LAKES,Great Lakes,43.43145281,-76.62717846,SECC,22.5,8.9,2,N,9,8.8,12:05,,,,
4/24/2024,2011899,NGL_MI-10556,NGL20_MI-10155,1,7/14/2020,MI,GREAT_LAKES,Great Lakes,46.68956032,-86.11456776,SECC,18.5,7.28,3,N,7.2,7.1,14:16,,,,
4/24/2024,2011899,NGL_MI-10556,NGL20_MI-10155,1,7/14/2020,MI,GREAT_LAKES,Great Lakes,46.68956032,-86.11456776,SECC,18.5,7.28,1,N,7.3,7.1,14:16,,,,
4/24/2024,2011899,NGL_MI-10556,NGL20_MI-10155,1,7/14/2020,MI,GREAT_LAKES,Great Lakes,46.68956032,-86.11456776,SECC,18.5,7.28,2,N,7.6,7.4,14:16,,,,
4/24/2024,2011900,NGL_MI-10005,NGL20_MI-10134,1,7/14/2020,MI,GREAT_LAKES,Great Lakes,46.68529542,-86.16969591,SECC,23,5.35,2,N,5.4,5.2,10:56,,,,
4/24/2024,2011900,NGL_MI-10005,NGL20_MI-10134,1,7/14/2020,MI,GREAT_LAKES,Great Lakes,46.68529542,-86.16969591,SECC,23,5.35,1,N,5.5,5.4,10:56,,,,
4/24/2024,2011900,NGL_MI-10005,NGL20_MI-10134,1,7/14/2020,MI,GREAT_LAKES,Great Lakes,46.68529542,-86.16969591,SECC,23,5.35,3,N,5.4,5.2,10:56,,,,
4/24/2024,2011901,NCA_SC-10311,NCA20_SC-10111,1,7/14/2020,SC,MARINE,Southeast,32.75764262,-79.89304637,SECC,9.7,1.08,3,N,1.1,1.07,10:39,,,,
4/24/2024,2011901,NCA_SC-10311,NCA20_SC-10111,1,7/14/2020,SC,MARINE,Southeast,32.75764262,-79.89304637,SECC,9.7,1.08,1,N,1.1,1.05,10:39,,,,
4/24/2024,2011901,NCA_SC-10311,NCA20_SC-10111,1,7/14/2020,SC,MARINE,Southeast,32.75764262,-79.89304637,SECC,9.7,1.08,2,N,1.1,1.07,10:39,,,,
4/24/2024,2011902,NCA_SC-10312,NCA20_SC-10112,1,7/14/2020,SC,MARINE,Southeast,32.87321751,-79.85576311,SECC,6.7,1.1,2,N,1.15,1,10:00,,,,
4/24/2024,2011902,NCA_SC-10312,NCA20_SC-10112,1,7/14/2020,SC,MARINE,Southeast,32.87321751,-79.85576311,SECC,6.7,1.1,1,N,1.25,1,10:00,,,,
4/24/2024,2011902,NCA_SC-10312,NCA20_SC-10112,1,7/14/2020,SC,MARINE,Southeast,32.87321751,-79.85576311,SECC,6.7,1.1,3,N,1.25,1,10:00,,,,
4/24/2024,2011904,NGL_NY-10151,NGL20_NY-10078,1,7/15/2020,NY,GREAT_LAKES,Great Lakes,43.57195499,-76.24441245,SECC,19.7,7.45,2,N,7.5,7.4,7:31,,,,
4/24/2024,2011904,NGL_NY-10151,NGL20_NY-10078,1,7/15/2020,NY,GREAT_LAKES,Great Lakes,43.57195499,-76.24441245,SECC,19.7,7.45,1,N,7.5,7.4,7:31,,,,
4/24/2024,2011904,NGL_NY-10151,NGL20_NY-10078,1,7/15/2020,NY,GREAT_LAKES,Great Lakes,43.57195499,-76.24441245,SECC,19.7,7.45,3,N,7.5,7.4,7:31,,,,
4/24/2024,2011905,NCA_VA-10190,NCA20_VA-10009,1,7/15/2020,VA,MARINE,Northeast,36.89072953,-76.0707417,SECC,1,0.45,1,N,0.5,0.4,8:31,,,,
4/24/2024,2011905,NCA_VA-10190,NCA20_VA-10009,1,7/15/2020,VA,MARINE,Northeast,36.89072953,-76.0707417,SECC,1,0.45,2,N,0.5,0.4,8:31,,,,
4/24/2024,2011905,NCA_VA-10190,NCA20_VA-10009,1,7/15/2020,VA,MARINE,Northeast,36.89072953,-76.0707417,SECC,1,0.45,3,N,0.5,0.4,8:31,,,,
4/24/2024,2011906,NCA_VA-10208,NCA20_VA-10023,1,7/15/2020,VA,MARINE,Northeast,36.86232413,-76.01203808,SECC,1.2,1.05,3,N,1.1,1,10:57,,,,
4/24/2024,2011906,NCA_VA-10208,NCA20_VA-10023,1,7/15/2020,VA,MARINE,Northeast,36.86232413,-76.01203808,SECC,1.2,1.05,1,N,1.1,1,10:57,,,,
4/24/2024,2011906,NCA_VA-10208,NCA20_VA-10023,1,7/15/2020,VA,MARINE,Northeast,36.86232413,-76.01203808,SECC,1.2,1.05,2,N,1.1,1,10:57,,,,
4/24/2024,2011907,NCA_NC-10131,NCA20_NC-10008,1,7/15/2020,NC,MARINE,Southeast,35.37390568,-76.5528931,SECC,5,1.05,2,N,1.1,1,10:22,,,,
4/24/2024,2011907,NCA_NC-10131,NCA20_NC-10008,1,7/15/2020,NC,MARINE,Southeast,35.37390568,-76.5528931,SECC,5,1.05,3,N,1.1,1,10:22,,,,
4/24/2024,2011907,NCA_NC-10131,NCA20_NC-10008,1,7/15/2020,NC,MARINE,Southeast,35.37390568,-76.5528931,SECC,5,1.05,1,N,1.1,1,10:22,,,,
4/24/2024,2011908,NCA_GA-10173,NCA20_GA-10023,1,7/15/2020,GA,MARINE,Southeast,31.53393519,-81.28414289,SECC,1.8,0.65,1,N,0.65,0.6,10:32,,,,
4/24/2024,2011908,NCA_GA-10173,NCA20_GA-10023,1,7/15/2020,GA,MARINE,Southeast,31.53393519,-81.28414289,SECC,1.8,0.65,2,N,0.7,0.6,10:32,,,,
4/24/2024,2011908,NCA_GA-10173,NCA20_GA-10023,1,7/15/2020,GA,MARINE,Southeast,31.53393519,-81.28414289,SECC,1.8,0.65,3,N,0.7,0.65,10:32,,,,
4/24/2024,2011909,NCA_GA-10168,NCA20_GA-10018,1,7/15/2020,GA,MARINE,Southeast,31.60811975,-81.29878124,SECC,1.9,0.33,3,N,0.35,0.29,12:40,,,,
4/24/2024,2011909,NCA_GA-10168,NCA20_GA-10018,1,7/15/2020,GA,MARINE,Southeast,31.60811975,-81.29878124,SECC,1.9,0.33,1,N,0.4,0.3,12:40,,,,
4/24/2024,2011909,NCA_GA-10168,NCA20_GA-10018,1,7/15/2020,GA,MARINE,Southeast,31.60811975,-81.29878124,SECC,1.9,0.33,2,N,0.35,0.29,12:40,,,,
4/24/2024,2011910,NCA_SC-10304,NCA20_SC-10104,1,7/15/2020,SC,MARINE,Southeast,32.77401511,-79.82179794,SECC,3.5,0.92,2,N,1,0.8,10:49,,,,
4/24/2024,2011910,NCA_SC-10304,NCA20_SC-10104,1,7/15/2020,SC,MARINE,Southeast,32.77401511,-79.82179794,SECC,3.5,0.92,3,N,1,0.8,10:49,,,,
4/24/2024,2011910,NCA_SC-10304,NCA20_SC-10104,1,7/15/2020,SC,MARINE,Southeast,32.77401511,-79.82179794,SECC,3.5,0.92,1,N,1,0.9,10:49,,,,
4/24/2024,2011911,NCA_SC-10307,NCA20_SC-10107,1,7/15/2020,SC,MARINE,Southeast,32.8722969,-79.72565356,SECC,0.8,0.61,3,N,0.7,0.6,9:05,,,,
4/24/2024,2011911,NCA_SC-10307,NCA20_SC-10107,1,7/15/2020,SC,MARINE,Southeast,32.8722969,-79.72565356,SECC,0.8,0.61,1,N,0.6,0.55,9:05,,,,
4/24/2024,2011911,NCA_SC-10307,NCA20_SC-10107,1,7/15/2020,SC,MARINE,Southeast,32.8722969,-79.72565356,SECC,0.8,0.61,2,N,0.7,0.5,9:05,,,,
4/24/2024,2011912,NGL_OH-10001,NGL20_OH-10001,1,7/28/2020,OH,GREAT_LAKES,Great Lakes,41.7462498,-83.37917302,SECC,3.7,1.02,2,N,1,1,10:27,,,,
4/24/2024,2011912,NGL_OH-10001,NGL20_OH-10001,1,7/28/2020,OH,GREAT_LAKES,Great Lakes,41.7462498,-83.37917302,SECC,3.7,1.02,1,N,1,1,10:27,,,,
4/24/2024,2011912,NGL_OH-10001,NGL20_OH-10001,1,7/28/2020,OH,GREAT_LAKES,Great Lakes,41.7462498,-83.37917302,SECC,3.7,1.02,3,N,1.1,1,10:27,,,,
4/24/2024,2011913,NCA_RI-10105,NCA20_RI-10003,1,7/15/2020,RI,MARINE,Northeast,41.510162,-71.35026232,SECC,34.6,3.75,2,N,3.8,3.7,11:58,,,,
4/24/2024,2011913,NCA_RI-10105,NCA20_RI-10003,1,7/15/2020,RI,MARINE,Northeast,41.510162,-71.35026232,SECC,34.6,3.75,1,N,3.8,3.7,11:58,,,,
4/24/2024,2011913,NCA_RI-10105,NCA20_RI-10003,1,7/15/2020,RI,MARINE,Northeast,41.510162,-71.35026232,SECC,34.6,3.75,3,N,3.8,3.7,11:58,,,,
4/24/2024,2011914,NCA_CT-10290,NCA20_CT-20075,1,7/14/2020,CT,MARINE,Northeast,41.26028851,-72.5793167,SECC,6,1.53,2,N,1.8,1.4,9:41,,,,
4/24/2024,2011914,NCA_CT-10290,NCA20_CT-20075,1,7/14/2020,CT,MARINE,Northeast,41.26028851,-72.5793167,SECC,6,1.53,3,N,1.8,1.4,9:41,,,,
4/24/2024,2011914,NCA_CT-10290,NCA20_CT-20075,1,7/14/2020,CT,MARINE,Northeast,41.26028851,-72.5793167,SECC,6,1.53,1,N,1.6,1.2,9:41,,,,
4/24/2024,2011915,NCA_NY-10161,NCA20_NY-10004,1,7/14/2020,NY,MARINE,Northeast,41.1503128,-72.56915949,SECC,20.7,2.43,3,N,2.8,2.1,12:25,,,,
4/24/2024,2011915,NCA_NY-10161,NCA20_NY-10004,1,7/14/2020,NY,MARINE,Northeast,41.1503128,-72.56915949,SECC,20.7,2.43,1,N,2.8,2,12:25,,,,
4/24/2024,2011915,NCA_NY-10161,NCA20_NY-10004,1,7/14/2020,NY,MARINE,Northeast,41.1503128,-72.56915949,SECC,20.7,2.43,2,N,2.8,2.1,12:25,,,,
