PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,WTBDY_TYPE,NCCA_REG,LAT_DD,LON_DD,SAMPLE_TYPE,STATION_DEPTH,CAST,DEPTH,CONDUCTIVITY,DO,PH,SALINITY,LIGHT_AMB,LIGHT_UW,TEMPERATURE,MAX_DEPTH_SALINITY,LINE,NARS_FLAG,NARS_COMMENT
4/24/2024,2011626,NGL_OH-10042,LEA20_OH-10054,6/9/2020,1,OH,Great Lakes,Great Lakes,41.56647525,-82.95016068,HYDRO,7,DOWN,4,299.2,9.91,8.58,,1703,53.88,20.2,,6,,
4/24/2024,2011626,NGL_OH-10042,LEA20_OH-10054,6/9/2020,1,OH,Great Lakes,Great Lakes,41.56647525,-82.95016068,HYDRO,7,DOWN,5,283.6,8.57,8.27,,1699,31.3,18.4,,7,,
4/24/2024,2011626,NGL_OH-10042,LEA20_OH-10054,6/9/2020,1,OH,Great Lakes,Great Lakes,41.56647525,-82.95016068,HYDRO,7,DOWN,6,283.6,8.32,8.16,,1744,14.87,18.3,,8,,
4/24/2024,2011626,NGL_OH-10042,LEA20_OH-10054,6/9/2020,1,OH,Great Lakes,Great Lakes,41.56647525,-82.95016068,HYDRO,7,DOWN,6.5,283.6,8.33,8.15,,1706,9.439,18.3,,9,,
4/24/2024,2011626,NGL_OH-10042,LEA20_OH-10054,6/9/2020,1,OH,Great Lakes,Great Lakes,41.56647525,-82.95016068,HYDRO,7,UP,6.5,283.6,8.31,8.14,,1709,9.551,18.3,,10,,
4/24/2024,2011626,NGL_OH-10042,LEA20_OH-10054,6/9/2020,1,OH,Great Lakes,Great Lakes,41.56647525,-82.95016068,HYDRO,7,UP,6,283.6,8.32,8.14,,1713,12.89,18.3,,11,,
4/24/2024,2011626,NGL_OH-10042,LEA20_OH-10054,6/9/2020,1,OH,Great Lakes,Great Lakes,41.56647525,-82.95016068,HYDRO,7,UP,5,283.7,8.36,8.14,,1777,33.95,18.3,,12,,
4/24/2024,2011626,NGL_OH-10042,LEA20_OH-10054,6/9/2020,1,OH,Great Lakes,Great Lakes,41.56647525,-82.95016068,HYDRO,7,UP,4,301.7,9.88,8.39,,1770,68.98,20,,13,,
4/24/2024,2011626,NGL_OH-10042,LEA20_OH-10054,6/9/2020,1,OH,Great Lakes,Great Lakes,41.56647525,-82.95016068,HYDRO,7,UP,3,301.9,10.07,8.52,,1725,126.3,20.2,,14,,
4/24/2024,2011626,NGL_OH-10042,LEA20_OH-10054,6/9/2020,1,OH,Great Lakes,Great Lakes,41.56647525,-82.95016068,HYDRO,7,UP,2,302.4,10.14,8.56,,1747,196.6,20.4,,15,,
4/24/2024,2011626,NGL_OH-10042,LEA20_OH-10054,6/9/2020,1,OH,Great Lakes,Great Lakes,41.56647525,-82.95016068,HYDRO,7,UP,1,302.9,10.11,8.57,,1745,504.8,20.5,,16,,
4/24/2024,2011626,NGL_OH-10042,LEA20_OH-10054,6/9/2020,1,OH,Great Lakes,Great Lakes,41.56647525,-82.95016068,HYDRO,7,UP,0.5,303,10.12,8.58,,1714,645.8,20.7,,17,,
4/24/2024,2011626,NGL_OH-10042,LEA20_OH-10054,6/9/2020,1,OH,Great Lakes,Great Lakes,41.56647525,-82.95016068,HYDRO,7,UP,0.1,303.9,10.09,8.58,,1735,868.8,20.8,,18,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,DOWN,0.1,309.4,10.2,8.47,,1513,931.5,18.1,,1,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,DOWN,0.5,310.1,10.2,8.47,,1146,1316,18.1,,2,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,DOWN,1,310.1,10.2,8.48,,1256,847.4,18.1,,3,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,DOWN,2,310,10.2,8.48,,1293,600.2,18.1,,4,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,DOWN,3,310,10.3,8.48,,1130,363,18.1,,5,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,DOWN,4,309.9,10.3,8.48,,1120,259.5,18.1,,6,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,DOWN,5,309.6,10.3,8.49,,1104,191.1,18,,7,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,DOWN,6,309,10.3,8.48,,1022,141.2,17.9,,8,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,DOWN,7,308.1,10.6,8.48,,1183,129.6,17.3,,9,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,DOWN,8,306.9,11.3,8.48,,1193,115.3,15.2,,10,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,DOWN,9,302.5,11.8,8.45,,1373,86.93,12.6,,11,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,DOWN,10,296.9,12.4,8.34,,1230,67.94,9.6,,12,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,DOWN,15,293.7,12.5,8.27,,1268,25.26,8.3,,13,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,DOWN,16.5,293.8,12.5,8.25,,1245,18.36,8.3,,14,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,UP,16.5,293.5,12.5,8.25,,1313,18.21,8.3,,15,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,UP,15,293.8,12.5,8.25,,1344,25.71,8.3,,16,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,UP,10,296.2,12.4,8.29,,1254,73.26,9.4,,17,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,UP,9,302.1,11.8,8.37,,1351,88.91,12.6,,18,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,UP,8,307.1,11.4,8.42,,1452,105.5,15,,19,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,UP,7,307.6,10.7,8.45,,1185,148.7,17.1,,20,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,UP,6,308.9,10.4,8.44,,1217,198.4,17.8,,21,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,UP,5,309.5,10.3,8.44,,1289,222.3,17.9,,22,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,UP,4,309.9,10.3,8.44,,1245,329.8,18,,23,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,UP,3,310,10.3,8.45,,1247,412.8,18.1,,24,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,UP,2,310.1,10.3,8.47,,1315,542.7,18.1,,25,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,UP,1,310.2,10.2,8.49,,1386,494.9,18.2,,26,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,UP,0.5,310.2,10.2,8.49,,1243,973.7,18.2,,27,,
4/24/2024,2011627,NGL_IN-10001,NGL20_IN-10001,6/9/2020,1,IN,Great Lakes,Great Lakes,41.66361184,-87.26671873,HYDRO,17,UP,0.1,310.2,10.2,8.52,,1186,1454,18.2,,28,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,DOWN,0.1,100.2,10.6,7.93,,1753,1589,14.5,,1,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,DOWN,0.5,100.1,10.6,7.93,,1761,1509,14.6,,2,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,DOWN,1,100.2,10.6,7.94,,1773,845.1,14.5,,3,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,DOWN,2,100.1,10.6,7.94,,1776,568.1,14.4,,4,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,DOWN,3,100.1,10.7,7.94,,1732,521.1,14.3,,5,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,DOWN,4,100.1,10.7,7.93,,1851,302.6,14.2,,6,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,DOWN,5,99.9,10.9,7.93,,1768,200.3,13.6,,7,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,DOWN,6,99.5,11.3,7.92,,1805,168.6,12.2,,8,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,DOWN,7,99,12,7.92,,1775,121.4,9.9,,9,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,DOWN,8,99.2,12.4,7.89,,1807,89.07,7.9,,10,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,DOWN,9,99,12.5,7.79,,1807,69.18,6.9,,11,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,DOWN,10,99,12.5,7.77,,1780,43.86,6.7,,12,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,DOWN,15,99.3,12.4,7.71,,1820,9.204,5.9,,13,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,DOWN,20,99.2,12.6,7.68,,1819,2.544,5.1,,14,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,DOWN,23.5,99.6,12.8,7.66,,1814,1.167,4.4,,15,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,UP,23.5,99.6,12.8,7.76,,1755,1.103,4.4,,16,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,UP,20,99.5,12.7,7.69,,1878,2.63,4.9,,17,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,UP,15,99.3,12.5,7.7,,1848,9.54,5.5,,18,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,UP,10,99.1,12.5,7.72,,1836,51.64,6.6,,19,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,UP,9,99.2,12.5,7.75,,1842,63.9,6.8,,20,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,UP,8,99,12.4,7.77,,1845,84.16,7.2,,21,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,UP,7,99.2,12.3,7.82,,1815,131.7,8.8,,22,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,UP,6,99.3,12,7.87,,1832,160.4,10.5,,23,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,UP,5,100,11.3,7.91,,1854,258.1,12.4,,24,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,UP,4,100.2,10.8,7.93,,1844,256,14,,25,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,UP,3,100.2,10.7,7.97,,1857,588.6,14.3,,26,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,UP,2,100.2,10.7,7.97,,1850,827.7,14.5,,27,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,UP,1,100.3,10.7,8,,1845,1202,14.5,,28,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,UP,0.5,100.2,10.6,7.96,,1881,1360,14.7,,29,,
4/24/2024,2011629,NGL_MI-10553,NGL20_MI-10152,6/8/2020,1,MI,Great Lakes,Great Lakes,46.60459541,-90.37858179,HYDRO,24,UP,0.1,100.2,10.7,7.96,,1867,1407,14.7,,30,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,DOWN,0.1,99.2,11.9,7.83,,1890,1435,10.1,,1,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,DOWN,0.5,99.2,11.9,7.84,,1839,1154.6,10.1,,2,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,DOWN,1,99.2,11.9,7.84,,1899,605.1,10.1,,3,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,DOWN,2,99.2,11.9,7.84,,1882,810.4,10.1,,4,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,DOWN,3,99.2,11.9,7.84,,1896,525.8,10,,5,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,DOWN,4,99.2,11.9,7.84,,1909,352.3,10,,6,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,DOWN,5,99.2,11.9,7.84,,1817,285.6,9.9,,7,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,DOWN,6,99.3,12,7.83,,1858,78.52,9.6,,8,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,DOWN,7,99.2,12,7.83,,1841,70.35,9.3,,9,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,DOWN,8,99.6,12.1,7.82,,1891,77.59,8.6,,10,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,DOWN,9,99.6,12.1,7.81,,1839,43.38,8.4,,11,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,DOWN,10,99.5,12.1,7.79,,1882,31.66,8.3,,12,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,DOWN,15,100.2,12.1,7.71,,1869,2.139,6.2,,13,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,DOWN,16.8,100.3,12.1,7.68,,1814,1.105,6.2,,14,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,UP,16.8,100.2,12.1,7.69,,1870,1.167,6.2,,15,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,UP,15,100.3,12,7.67,,1868,2.439,6.5,,16,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,UP,10,99.6,12,7.7,,1855,39.6,8.1,,17,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,UP,9,99.6,12.1,7.8,,1844,71.08,8.4,,18,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,UP,8,99.5,12.1,7.82,,1911,75.65,8.6,,19,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,UP,7,99.3,12,7.81,,1850,124.6,9.3,,20,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,UP,6,99.3,11.9,7.82,,1860,90.31,9.8,,21,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,UP,5,99.2,11.9,7.84,,1841,190,10,,22,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,UP,4,99.2,11.9,7.84,,1852,394,10,,23,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,UP,3,99.3,11.9,7.85,,1818,78.14,10,,24,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,UP,2,99.3,11.9,7.84,,1851,554.2,10,,25,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,UP,1,99.3,11.9,7.86,,1860,1052,9.9,,26,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,UP,0.5,99.2,11.9,7.84,,1833,1324,10,,27,,
4/24/2024,2011630,NGL_MI-10017,NGL20_MI-10145,6/8/2020,1,MI,Great Lakes,Great Lakes,46.58206964,-90.40632108,HYDRO,17.3,UP,0.1,99.2,11.9,7.85,,1831,748.2,10,,28,,
4/24/2024,2011631,NGL_OH-10045,LEA20_OH-10057,6/10/2020,1,OH,Great Lakes,Great Lakes,41.53865302,-82.99778023,HYDRO,1.4,DOWN,0.1,327.9,7.18,8.21,,827.9,396.2,21.7,,1,,
4/24/2024,2011631,NGL_OH-10045,LEA20_OH-10057,6/10/2020,1,OH,Great Lakes,Great Lakes,41.53865302,-82.99778023,HYDRO,1.4,DOWN,0.5,317.2,6.9,8.24,,814.3,360.6,21.6,,2,,
4/24/2024,2011631,NGL_OH-10045,LEA20_OH-10057,6/10/2020,1,OH,Great Lakes,Great Lakes,41.53865302,-82.99778023,HYDRO,1.4,DOWN,0.9,311.2,6.65,8.21,,765.5,128.3,20.3,,3,,
4/24/2024,2011631,NGL_OH-10045,LEA20_OH-10057,6/10/2020,1,OH,Great Lakes,Great Lakes,41.53865302,-82.99778023,HYDRO,1.4,UP,0.9,311.2,6.62,8.2,,755.8,130.6,19.7,,4,,
4/24/2024,2011631,NGL_OH-10045,LEA20_OH-10057,6/10/2020,1,OH,Great Lakes,Great Lakes,41.53865302,-82.99778023,HYDRO,1.4,UP,0.5,315.3,6.64,8.19,,762.6,242.4,19.8,,5,,
4/24/2024,2011631,NGL_OH-10045,LEA20_OH-10057,6/10/2020,1,OH,Great Lakes,Great Lakes,41.53865302,-82.99778023,HYDRO,1.4,UP,0.1,326.6,6.99,8.19,,744.2,327.3,21.4,,6,,
4/24/2024,2011632,NGL_OH-10047,LEA20_OH-10059,6/10/2020,1,OH,Great Lakes,Great Lakes,41.5221721,-82.889417,HYDRO,0.9,DOWN,0.1,318,8.37,8.55,,679.7,328.6,20.6,,1,,
4/24/2024,2011632,NGL_OH-10047,LEA20_OH-10059,6/10/2020,1,OH,Great Lakes,Great Lakes,41.5221721,-82.889417,HYDRO,0.9,DOWN,0.45,317.6,8.45,8.57,,711.9,213.3,20.5,,2,,
4/24/2024,2011632,NGL_OH-10047,LEA20_OH-10059,6/10/2020,1,OH,Great Lakes,Great Lakes,41.5221721,-82.889417,HYDRO,0.9,UP,0.45,317.4,8.52,8.58,,627.1,229.1,20.4,,3,,
4/24/2024,2011632,NGL_OH-10047,LEA20_OH-10059,6/10/2020,1,OH,Great Lakes,Great Lakes,41.5221721,-82.889417,HYDRO,0.9,UP,0.1,317.6,8.51,8.59,,567.7,252.7,20.4,,4,,
4/24/2024,2011636,NGL_MI-10550,NGL20_MI-10149,6/12/2020,1,MI,Great Lakes,Great Lakes,47.39378739,-87.70159161,HYDRO,28.8,DOWN,0.1,98.1,12.6,7.74,,878.1,655.8,4.3,,1,,
4/24/2024,2011636,NGL_MI-10550,NGL20_MI-10149,6/12/2020,1,MI,Great Lakes,Great Lakes,47.39378739,-87.70159161,HYDRO,28.8,DOWN,0.5,98.1,12.6,7.72,,954.4,508.4,4.3,,2,,
4/24/2024,2011636,NGL_MI-10550,NGL20_MI-10149,6/12/2020,1,MI,Great Lakes,Great Lakes,47.39378739,-87.70159161,HYDRO,28.8,DOWN,1,98.1,12.6,7.72,,910.6,398.2,4.3,,3,,
4/24/2024,2011636,NGL_MI-10550,NGL20_MI-10149,6/12/2020,1,MI,Great Lakes,Great Lakes,47.39378739,-87.70159161,HYDRO,28.8,DOWN,2,98.1,12.6,7.72,,927.5,325.5,4.3,,4,,
4/24/2024,2011636,NGL_MI-10550,NGL20_MI-10149,6/12/2020,1,MI,Great Lakes,Great Lakes,47.39378739,-87.70159161,HYDRO,28.8,DOWN,3,98.1,12.6,7.72,,901.1,285.4,4.3,,5,,
4/24/2024,2011636,NGL_MI-10550,NGL20_MI-10149,6/12/2020,1,MI,Great Lakes,Great Lakes,47.39378739,-87.70159161,HYDRO,28.8,DOWN,4,98.1,12.6,7.72,,917.4,249.5,4.3,,6,,
4/24/2024,2011636,NGL_MI-10550,NGL20_MI-10149,6/12/2020,1,MI,Great Lakes,Great Lakes,47.39378739,-87.70159161,HYDRO,28.8,DOWN,5,98.1,12.6,7.72,,998.6,244.2,4.3,,7,,
4/24/2024,2011636,NGL_MI-10550,NGL20_MI-10149,6/12/2020,1,MI,Great Lakes,Great Lakes,47.39378739,-87.70159161,HYDRO,28.8,DOWN,6,98.1,12.6,7.72,,1012,215.1,4.3,,8,,
4/24/2024,2011636,NGL_MI-10550,NGL20_MI-10149,6/12/2020,1,MI,Great Lakes,Great Lakes,47.39378739,-87.70159161,HYDRO,28.8,DOWN,7,98.2,12.6,7.72,,953.7,171.3,4.3,,9,,
4/24/2024,2011636,NGL_MI-10550,NGL20_MI-10149,6/12/2020,1,MI,Great Lakes,Great Lakes,47.39378739,-87.70159161,HYDRO,28.8,DOWN,8,98.2,12.6,7.72,,1071,157.9,4.3,,10,,
4/24/2024,2011636,NGL_MI-10550,NGL20_MI-10149,6/12/2020,1,MI,Great Lakes,Great Lakes,47.39378739,-87.70159161,HYDRO,28.8,DOWN,9,98.1,12.5,7.72,,2197,298.8,4.3,,11,,
