Sample/Labslip ID,Sample Status,Primary Lab,Primary Lab Id,Analysis Lab ID,Analysis Lab Name,Id #,Site Description,Id Point #,Field #,Collection Start Date/Time,Collection End Date/Time,Account #,Account Description,Program Code,Sample Description,Sample Location,Sample Collector,Sample Source,Region,County,County Name,District,Sample Reason,Project Code,Waterbody ID #,Sample Depth,Type of Sample (QC),Check Date,DNR Parameter Code,DNR Parameter Description,Analyte Code,Method,Result Qualifier,Result value,Numeric Value,Units,LOD,LOQ,Lower Reporting Limit,Upper Reporting Limit,Decimal Places,Sig Figs,Sample Comment,Result Comment,Lab Comment (Analysis),Enforcement Code,NR140 Enforcement Standard,NR140 Preventive Action Limit,Date Received by Lab,Date Reported by Lab,Analysis Date/Time,Analysis ID,File Batch Seq #,Processed Batch Seq #,Report to Name,Report to Address,"Report to City, State, Zip",Creation Date,Creation User Id,Last Update Date,Last Update User Id,Creation Date1,Creation User Id1,Last Update Date1,Last Update User
798713002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,,,,,6/24/25 11:11,6/24/25 11:11,GL070,GREAT LAKES MONITORING,ZZ,,LAKE SUPERIOR - W OF BRULE R (STATION 103),ELLEN COONEY,SU,,,,,,,,6IN,1,,71426,"NITZSCHIA SP., COUNT",ALGAE_UTER~NU_Nitzschiasp.,SM 10200,Valid Result,5,5,NU/mL,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
798714002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,,,,,6/24/25 14:10,6/24/25 14:10,GL070,GREAT LAKES MONITORING,ZZ,,NC CHEQ BAY SITE 1,MATT HUDSON,SU,,,,,,,,1F,1,,785,"MALLOMONAS SP., COUNT",ALGAE_UTER~CM_Mallomonasp.,SM 10200,Valid Result,19,19,cells/mL,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
798714002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,,,,,6/24/25 14:10,6/24/25 14:10,GL070,GREAT LAKES MONITORING,ZZ,,NC CHEQ BAY SITE 1,MATT HUDSON,SU,,,,,,,,1F,1,,785,"MALLOMONAS SP., COUNT",ALGAE_UTER~NU_Mallomonasp.,SM 10200,Valid Result,19,19,NU/mL,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
798713002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,,,,,6/24/25 11:11,6/24/25 11:11,GL070,GREAT LAKES MONITORING,ZZ,,LAKE SUPERIOR - W OF BRULE R (STATION 103),ELLEN COONEY,SU,,,,,,,,6IN,1,,98357,"MERIDION SP., COUNT",ALGAE_UTER~CM_Meridionsp.,SM 10200,Valid Result,16,16,cells/mL,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
798713002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,,,,,6/24/25 11:11,6/24/25 11:11,GL070,GREAT LAKES MONITORING,ZZ,,LAKE SUPERIOR - W OF BRULE R (STATION 103),ELLEN COONEY,SU,,,,,,,,6IN,1,,98357,"MERIDION SP., COUNT",ALGAE_UTER~NU_Meridionsp.,SM 10200,Valid Result,16,16,NU/mL,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
798713001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,,,,,6/24/25 12:26,6/24/25 12:26,GL070,GREAT LAKES MONITORING,ZZ,,LAKE SUPERIOR- POINT OFF SCHAFFER BEACH 3.6 M CONTOUR (STATION 10040814),ELLEN COONEY,SU,,,,,,,,6IN,1,,91148,"DESMODESMUS SP., COUNT",ALGAE_UTER~CM_Desmodesmsp.,SM 10200,Valid Result,15,15,cells/mL,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
798713001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,,,,,6/24/25 12:26,6/24/25 12:26,GL070,GREAT LAKES MONITORING,ZZ,,LAKE SUPERIOR- POINT OFF SCHAFFER BEACH 3.6 M CONTOUR (STATION 10040814),ELLEN COONEY,SU,,,,,,,,6IN,1,,91148,"DESMODESMUS SP., COUNT",ALGAE_UTER~NU_Desmodesmsp.,SM 10200,Valid Result,15,15,NU/mL,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
798714003,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,,,,,6/24/25 13:00,6/24/25 13:00,GL070,GREAT LAKES MONITORING,ZZ,,LAKE SUPERIOR AT BAD RIVER,MATT HUDSON,SU,,,,,,,,1F,1,,91148,"DESMODESMUS SP., COUNT",ALGAE_UTER~CM_Desmodesmsp.,SM 10200,Valid Result,67,67,cells/mL,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
798714003,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,,,,,6/24/25 13:00,6/24/25 13:00,GL070,GREAT LAKES MONITORING,ZZ,,LAKE SUPERIOR AT BAD RIVER,MATT HUDSON,SU,,,,,,,,1F,1,,91148,"DESMODESMUS SP., COUNT",ALGAE_UTER~NU_Desmodesmsp.,SM 10200,Valid Result,67,67,NU/mL,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
801280001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10058871,,368351312,LSNS-2-16,7/9/25 9:45,7/9/25 9:45,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR LITTLE SAND BAY,MATT HUDSON,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,530,RESIDUE TOTAL NFLT (TOTAL SUSPENDED SOLIDS),TSSLL~C-009,SM2540D,Below LOD,ND,,MG/L,0.5,0.5,,,0,3,,,,, , ,7/11/25 13:49,7/29/25 12:17,7/15/25 19:35,13878147,1356058,581644,COONEE,,,,,,,,,,
801280002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10038061,,368351474,LSNS-2-17,7/9/25 10:42,7/9/25 10:42,GL070,GREAT LAKES MONITORING,WT,LAKE SUPERIOR RED CLIFF BAY,LAKE SUPERIOR RED CLIFF BAY,MATT HUDSON,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,530,RESIDUE TOTAL NFLT (TOTAL SUSPENDED SOLIDS),TSSLL~C-009,SM2540D,Valid Result,0.567,0.567,MG/L,0.5,0.5,,,3,3,,,,, , ,7/11/25 13:49,7/29/25 12:17,7/15/25 19:35,13878152,1356058,581644,COONEE,,,,,,,,,,
801280003,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10060164,,368916689,LSNS-2-SEACAVES,7/9/25 9:15,7/9/25 9:15,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE AREA,LAKE SUPERIOR-SEA CAVES,MATT HUDSON,SU,,,,,,CO_04_CMP25,,6I,1,,530,RESIDUE TOTAL NFLT (TOTAL SUSPENDED SOLIDS),TSSLL~C-009,SM2540D,Valid Result,0.515,0.515,MG/L,0.5,0.5,,,3,3,,,,, , ,7/11/25 13:49,7/29/25 12:17,7/15/25 19:35,13878157,1356058,581644,COONEE,,,,,,,,,,
801284001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10052505,,368964735,LSNS-2-7,7/9/25 10:34,7/9/25 10:34,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - WEST OF DOUGLAS CO LINE (STATION 10052505),ELLEN COONEY,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,530,RESIDUE TOTAL NFLT (TOTAL SUSPENDED SOLIDS),TSS~C-009,SM2540D,Below LOD,ND,,MG/L,2,2,,,0,3,,,,, , ,7/11/25 14:08,7/29/25 12:17,7/15/25 19:35,13878163,1356058,581644,COONEE,,,,,,,,,,
801284002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,101,,368964658,LSNS-2-3,7/9/25 11:38,7/9/25 11:38,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - N.E. POPLAR RIVER (STATION 101),ELLEN COONEY,SU,7,16,Douglas,,,CO_04_CMP25,2751220,6I,1,,530,RESIDUE TOTAL NFLT (TOTAL SUSPENDED SOLIDS),TSS~C-009,SM2540D,Valid Result,5,5,MG/L,2,2,,,2,3,,,,, , ,7/11/25 14:08,7/29/25 12:17,7/15/25 19:35,13878169,1356058,581644,COONEE,,,,,,,,,,
801285001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10052587,,368964865,LSNS-2-8,7/9/25 9:57,7/9/25 9:57,GL070,GREAT LAKES MONITORING,,10052587,LAKE SUPERIOR - E IRON RIVER (STATION 10052587),ELLEN COONEY,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,530,RESIDUE TOTAL NFLT (TOTAL SUSPENDED SOLIDS),TSS~C-009,SM2540D,Below LOD,ND,,MG/L,2,2,,,0,3,,,,, , ,7/11/25 14:07,7/29/25 12:17,7/15/25 19:35,13878175,1356058,581644,COONEE,,,,,,,,,,
801285002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10038057,,368964746,LSNS-2-12,7/9/25 8:33,7/9/25 8:33,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - BARK BAY POINT CLAY BLUFFS (STATION 10038057),ELLEN COONEY,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,530,RESIDUE TOTAL NFLT (TOTAL SUSPENDED SOLIDS),TSS~C-009,SM2540D,Below LOD,ND,,MG/L,2,2,,,0,3,,,,, , ,7/11/25 14:07,7/29/25 12:17,7/15/25 19:35,13878181,1356058,581644,COONEE,,,,,,,,,,
801204001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10040814,,367697726,LSNS-2-1,7/9/25 12:12,7/9/25 12:12,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR- POINT OFF SCHAFFER BEACH 3.6 M CONTOUR (STATION 10040814),ELLEN COONEY,SU,7,16,Douglas,,,CO_04_CMP25,2751220,6I,1,,530,RESIDUE TOTAL NFLT (TOTAL SUSPENDED SOLIDS),TSS~C-009,SM2540D,Below LOD,ND,,MG/L,2,2,,,0,3,Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 07/11/25 1212,,,, , ,7/11/25 9:55,7/29/25 12:17,7/15/25 19:35,13878202,1356058,581644,COONEE,,,,,,,,,,
801204002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,103,,367699728,LSNS-2-6,7/9/25 10:58,7/9/25 10:58,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - W OF BRULE R (STATION 103),ELLEN COONEY,SU,7,16,Douglas,,,CO_04_CMP25,2751220,6I,1,,530,RESIDUE TOTAL NFLT (TOTAL SUSPENDED SOLIDS),TSS~C-009,SM2540D,Valid Result,2,2,MG/L,2,2,,,2,3,SAMPLE RECEIVED PARTIALLY FROZEN. RESULTS APPROXIMATE. Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 07/11/25 1213,,,, , ,7/11/25 9:55,7/29/25 12:17,7/15/25 19:35,13878209,1356058,581644,COONEE,,,,,,,,,,
801224001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10052513,,368351466,LSNS-2-14,7/9/25 8:45,7/9/25 8:45,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - SISKIWIT BAY (STATION 10052513),MATT HUDSON,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,530,RESIDUE TOTAL NFLT (TOTAL SUSPENDED SOLIDS),TSSLL~C-009,SM2540D,Below LOD,ND,,MG/L,0.5,0.5,,,0,3,ACID TRACEABILITY INFORMATION NOT SUBMITTED WITH TEST REQUEST FORM Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 07/11/25 1215,,,, , ,7/11/25 11:04,7/29/25 12:17,7/15/25 19:35,13878222,1356058,581644,COONEE,,,,,,,,,,
801224002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10044195,,368351468,LSNS-2-19,7/9/25 13:30,7/9/25 13:30,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,NC CHEQ BAY SITE 1,MATT HUDSON,SU,7,2,Ashland,,,CO_04_CMP25,2751220,6I,1,,530,RESIDUE TOTAL NFLT (TOTAL SUSPENDED SOLIDS),TSSLL~C-009,SM2540D,Valid Result,3.2,3.2,MG/L,0.5,0.5,,,2,3,ACID TRACEABILITY INFORMATION NOT SUBMITTED WITH TEST REQUEST FORM,,,, , ,7/11/25 11:04,7/29/25 12:17,7/15/25 19:35,13878228,1356058,581644,COONEE,,,,,,,,,,
801224003,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,115,,368351302,LSNS-2-20,7/9/25 11:45,7/9/25 11:45,GL070,GREAT LAKES MONITORING,WT,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR AT BAD RIVER,MATT HUDSON,SU,7,2,Ashland,,,CO_04_CMP25,2751220,6I,1,,530,RESIDUE TOTAL NFLT (TOTAL SUSPENDED SOLIDS),TSSLL~C-009,SM2540D,Valid Result,0.867,0.867,MG/L,0.5,0.5,,,3,3,ACID TRACEABILITY INFORMATION NOT SUBMITTED WITH TEST REQUEST FORM Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 07/11/25 1218,,,, , ,7/11/25 11:04,7/29/25 12:17,7/15/25 19:35,13878234,1356058,581644,COONEE,,,,,,,,,,
801249001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10052510,,367699734,LSNS-2-9,7/9/25 9:18,7/9/25 9:18,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - E. OF FLAG RIVER STATION (10052510),ELLEN COONEY,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,530,RESIDUE TOTAL NFLT (TOTAL SUSPENDED SOLIDS),TSS~C-009,SM2540D,Below LOD,ND,,MG/L,1.1,1.1,,,0,3,Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 07/11/25 1407 Sample acidified at lab,,,, , ,7/11/25 12:21,7/29/25 12:17,7/15/25 19:35,13878240,1356058,581644,COONEE,,,,,,,,,,
801249002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10052510,,367699734,LSNS-2-9-DUP,7/9/25 9:18,7/9/25 9:18,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - E. OF FLAG RIVER STATION (10052510),ELLEN COONEY,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,530,RESIDUE TOTAL NFLT (TOTAL SUSPENDED SOLIDS),TSS~C-009,SM2540D,Below LOD,ND,,MG/L,1.1,1.1,,,0,3,Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 07/11/25 1410,,,, , ,7/11/25 12:21,7/29/25 12:17,7/15/25 19:35,13878247,1356058,581644,COONEE,,,,,,,,,,
801249003,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10052510,,367699734,LSNS-2-9-BL,7/9/25 9:18,7/9/25 9:18,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - E. OF FLAG RIVER STATION (10052510),ELLEN COONEY,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,530,RESIDUE TOTAL NFLT (TOTAL SUSPENDED SOLIDS),TSS~C-009,SM2540D,Below LOD,ND,,MG/L,1,1,,,0,3,Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 07/11/25 1411,,,, , ,7/11/25 12:21,7/29/25 12:17,7/15/25 19:35,13878254,1356058,581644,COONEE,,,,,,,,,,
801280001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10058871,,368351312,LSNS-2-16,7/9/25 9:45,7/9/25 9:45,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR LITTLE SAND BAY,MATT HUDSON,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Between LOD and LOQ,0.00382,0.00382,MG/L,0.0027,0.009,,,5,3,,,,, , ,7/11/25 13:49,7/29/25 12:17,7/23/25 10:31,13878144,1356058,581644,COONEE,,,,,,,,,,
801280002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10038061,,368351474,LSNS-2-17,7/9/25 10:42,7/9/25 10:42,GL070,GREAT LAKES MONITORING,WT,LAKE SUPERIOR RED CLIFF BAY,LAKE SUPERIOR RED CLIFF BAY,MATT HUDSON,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Between LOD and LOQ,0.00366,0.00366,MG/L,0.0027,0.009,,,5,3,,,,, , ,7/11/25 13:49,7/29/25 12:17,7/23/25 10:33,13878149,1356058,581644,COONEE,,,,,,,,,,
801280003,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10060164,,368916689,LSNS-2-SEACAVES,7/9/25 9:15,7/9/25 9:15,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE AREA,LAKE SUPERIOR-SEA CAVES,MATT HUDSON,SU,,,,,,CO_04_CMP25,,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Between LOD and LOQ,0.00431,0.00431,MG/L,0.0027,0.009,,,5,3,,,,, , ,7/11/25 13:49,7/29/25 12:17,7/23/25 10:34,13878154,1356058,581644,COONEE,,,,,,,,,,
801284001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10052505,,368964735,LSNS-2-7,7/9/25 10:34,7/9/25 10:34,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - WEST OF DOUGLAS CO LINE (STATION 10052505),ELLEN COONEY,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Between LOD and LOQ,0.00528,0.00528,MG/L,0.0027,0.009,,,5,3,,,,, , ,7/11/25 14:08,7/29/25 12:17,7/23/25 10:45,13878159,1356058,581644,COONEE,,,,,,,,,,
801284002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,101,,368964658,LSNS-2-3,7/9/25 11:38,7/9/25 11:38,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - N.E. POPLAR RIVER (STATION 101),ELLEN COONEY,SU,7,16,Douglas,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Valid Result,0.0125,0.0125,MG/L,0.0027,0.009,,,4,3,,,,, , ,7/11/25 14:08,7/29/25 12:17,7/23/25 10:46,13878165,1356058,581644,COONEE,,,,,,,,,,
801285001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10052587,,368964865,LSNS-2-8,7/9/25 9:57,7/9/25 9:57,GL070,GREAT LAKES MONITORING,,10052587,LAKE SUPERIOR - E IRON RIVER (STATION 10052587),ELLEN COONEY,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Valid Result,0.0103,0.0103,MG/L,0.0027,0.009,,,4,3,,,,, , ,7/11/25 14:07,7/29/25 12:17,7/23/25 10:36,13878171,1356058,581644,COONEE,,,,,,,,,,
801285002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10038057,,368964746,LSNS-2-12,7/9/25 8:33,7/9/25 8:33,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - BARK BAY POINT CLAY BLUFFS (STATION 10038057),ELLEN COONEY,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Between LOD and LOQ,0.00316,0.00316,MG/L,0.0027,0.009,,,5,3,,,,, , ,7/11/25 14:07,7/29/25 12:17,7/23/25 10:38,13878177,1356058,581644,COONEE,,,,,,,,,,
801204001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10040814,,367697726,LSNS-2-1,7/9/25 12:12,7/9/25 12:12,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR- POINT OFF SCHAFFER BEACH 3.6 M CONTOUR (STATION 10040814),ELLEN COONEY,SU,7,16,Douglas,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Between LOD and LOQ,0.00682,0.00682,MG/L,0.0027,0.009,,,5,3,Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 07/11/25 1212,,,, , ,7/11/25 9:55,7/29/25 12:17,7/23/25 10:07,13878199,1356058,581644,COONEE,,,,,,,,,,
801204002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,103,,367699728,LSNS-2-6,7/9/25 10:58,7/9/25 10:58,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - W OF BRULE R (STATION 103),ELLEN COONEY,SU,7,16,Douglas,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Between LOD and LOQ,0.00859,0.00859,MG/L,0.0027,0.009,,,5,3,SAMPLE RECEIVED PARTIALLY FROZEN. RESULTS APPROXIMATE. Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 07/11/25 1213,,,, , ,7/11/25 9:55,7/29/25 12:17,7/23/25 10:09,13878206,1356058,581644,COONEE,,,,,,,,,,
801224001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10052513,,368351466,LSNS-2-14,7/9/25 8:45,7/9/25 8:45,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - SISKIWIT BAY (STATION 10052513),MATT HUDSON,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Between LOD and LOQ,0.00355,0.00355,MG/L,0.0027,0.009,,,5,3,ACID TRACEABILITY INFORMATION NOT SUBMITTED WITH TEST REQUEST FORM Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 07/11/25 1215,,,, , ,7/11/25 11:04,7/29/25 12:17,7/23/25 10:12,13878218,1356058,581644,COONEE,,,,,,,,,,
801224002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10044195,,368351468,LSNS-2-19,7/9/25 13:30,7/9/25 13:30,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,NC CHEQ BAY SITE 1,MATT HUDSON,SU,7,2,Ashland,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Valid Result,0.0103,0.0103,MG/L,0.0027,0.009,,,4,3,ACID TRACEABILITY INFORMATION NOT SUBMITTED WITH TEST REQUEST FORM,,,, , ,7/11/25 11:04,7/29/25 12:17,7/23/25 10:14,13878224,1356058,581644,COONEE,,,,,,,,,,
801224003,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,115,,368351302,LSNS-2-20,7/9/25 11:45,7/9/25 11:45,GL070,GREAT LAKES MONITORING,WT,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR AT BAD RIVER,MATT HUDSON,SU,7,2,Ashland,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Between LOD and LOQ,0.00446,0.00446,MG/L,0.0027,0.009,,,5,3,ACID TRACEABILITY INFORMATION NOT SUBMITTED WITH TEST REQUEST FORM Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 07/11/25 1218,,,, , ,7/11/25 11:04,7/29/25 12:17,7/23/25 10:16,13878230,1356058,581644,COONEE,,,,,,,,,,
801249001,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10052510,,367699734,LSNS-2-9,7/9/25 9:18,7/9/25 9:18,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - E. OF FLAG RIVER STATION (10052510),ELLEN COONEY,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Between LOD and LOQ,0.00726,0.00726,MG/L,0.0027,0.009,,,5,3,Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 07/11/25 1407 Sample acidified at lab,,,, , ,7/11/25 12:21,7/29/25 12:17,7/23/25 10:23,13878236,1356058,581644,COONEE,,,,,,,,,,
801249002,COMPLETE,Wisconsin State Laboratory of Hygiene,113133790,113133790,Wisconsin State Laboratory of Hygiene,10052510,,367699734,LSNS-2-9-DUP,7/9/25 9:18,7/9/25 9:18,GL070,GREAT LAKES MONITORING,,LAKE SUPERIOR SURFACE WATER,LAKE SUPERIOR - E. OF FLAG RIVER STATION (10052510),ELLEN COONEY,SU,7,4,Bayfield,,,CO_04_CMP25,2751220,6I,1,,665,PHOSPHORUS TOTAL ,LACH-TPLL~7723-14-0,EPA 365.1,Between LOD and LOQ,0.00632,0.00632,MG/L,0.0027,0.009,,,5,3,Analyzed past the 48 hours holding time: Method EPA 365.1 - Ortho-Phosphate analyzed on 07/11/25 1410,,,, , ,7/11/25 12:21,7/29/25 12:17,7/23/25 10:24,13878243,1356058,581644,COONEE,,,,,,,,,,
